[('8', '-9')] => [('5', '-11')] : 0.43
[('5', '-8')] => [('4', '-8')] : 0.7
[('8', '-13')] => [('5', '-15')] : 0.33
[('6', '-14')] => [('7', '-14')] : 0.27
[('8', '-13')] => [('8', '-11')] : 0.33
[('5', '-17')] => [('6', '-17')] : 0.6
[('9', '-11')] => [('8', '-12')] : 0.58
[('7', '-13')] => [('6', '-14')] : 0.56
[('2', '-10')] => [('3', '-12')] : 0.67
[('7', '-8')] => [('6', '-10')] : 0.42
[('8', '-12')] => [('8', '-11')] : 0.41
[('2', '-6')] => [('8', '-9')] : 0.25
[('7', '-12')] => [('6', '-15')] : 0.3
[('4', '-12')] => [('3', '-11')] : 0.56
[('3', '-10')] => [('3', '-12')] : 0.48
[('5', '-10')] => [('3', '-8')] : 0.56
[('3', '-9')] => [('2', '-8')] : 0.33
[('3', '-12')] => [('7', '-11')] : 0.25
[('3', '-7')] => [('3', '-6')] : 0.53
[('6', '-13')] => [('8', '-12')] : 0.35
[('4', '-9')] => [('7', '-7')] : 0.36
[('6', '-11')] => [('5', '-10')] : 0.29
[('8', '-13')] => [('3', '-11')] : 0.4
[('7', '-9')] => [('7', '-8')] : 0.38
[('9', '-5')] => [('9', '-4')] : 1.0
[('7', '-15')] => [('6', '-15')] : 0.63
[('4', '-16')] => [('5', '-15')] : 0.42
[('10', '-8')] => [('7', '-14')] : 0.83
[('7', '-10')] => [('4', '-10')] : 0.31
[('7', '-8')] => [('6', '-9')] : 0.5
[('4', '-8')] => [('2', '-7')] : 0.5
[('2', '-6')] => [('2', '-4')] : 0.42
[('4', '-18')] => [('4', '-19')] : 0.69
[('5', '-15')] => [('7', '-13')] : 0.29
[('4', '-19')] => [('4', '-18')] : 0.69
[('4', '-14')] => [('3', '-12')] : 0.54
[('9', '-8')] => [('9', '-9')] : 0.6
[('4', '-8')] => [('2', '-6')] : 0.6
[('2', '-9')] => [('3', '-9')] : 0.39
[('2', '-7')] => [('3', '-11')] : 0.36
[('5', '-14')] => [('3', '-10')] : 0.29
[('6', '-13')] => [('9', '-10')] : 0.29
[('7', '-12')] => [('4', '-13')] : 0.25
[('3', '-8')] => [('4', '-9')] : 0.47
[('4', '-9')] => [('2', '-5')] : 0.36
[('7', '-14')] => [('9', '-11')] : 0.28
[('5', '-11')] => [('4', '-9')] : 0.29
[('3', '-7')] => [('2', '-7')] : 0.4
